4,Airport ID,Name,City,Country,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ,Type,Source
TGM,1662,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,LRTM,46.46770095825195,24.41250038146973,963,2.0,E,Europe/Bucharest,airport,OurAirports
TSR,1663,Timişoara Traian Vuia Airport,Timisoara,Romania,LRTR,45.80989837646485,21.337900161743164,348,2.0,E,Europe/Bucharest,airport,OurAirports
GVA,1665,Geneva Cointrin International Airport,Geneva,Switzerland,LSGG,46.23809814453125,6.108950138092041,1411,1.0,E,Europe/Paris,airport,OurAirports
LUG,1675,Lugano Airport,Lugano,Switzerland,LSZA,46.00429916379999,8.9105796814,915,1.0,E,Europe/Zurich,airport,OurAirports
BRN,1676,Bern Belp Airport,Bern,Switzerland,LSZB,46.914100647,7.4971499443099985,1674,1.0,E,Europe/Zurich,airport,OurAirports
ZRH,1678,Zürich Airport,Zurich,Switzerland,LSZH,47.464698791504,8.5491695404053,1416,1.0,E,Europe/Zurich,airport,OurAirports
ACH,1679,St Gallen Altenrhein Airport,Altenrhein,Switzerland,LSZR,47.4850006104,9.560770034789998,1306,1.0,E,Europe/Zurich,airport,OurAirports
ESB,1682,Esenboğa International Airport,Ankara,Turkey,LTAC,40.128101348899996,32.995098114,3125,3.0,E,Europe/Istanbul,airport,OurAirports
ADA,1685,Adana Airport,Adana,Turkey,LTAF,36.982200622600004,35.2803993225,65,3.0,E,Europe/Istanbul,airport,OurAirports
AYT,1688,Antalya International Airport,Antalya,Turkey,LTAI,36.898701,30.800501,177,3.0,E,Europe/Istanbul,airport,OurAirports
GZT,1689,Gaziantep International Airport,Gaziantep,Turkey,LTAJ,36.9472007751,37.4786987305,2315,3.0,E,Europe/Istanbul,airport,OurAirports
KYA,1691,Konya Airport,Konya,Turkey,LTAN,37.979,32.561901,3392,3.0,E,Europe/Istanbul,airport,OurAirports
MLX,1692,Malatya Tulga Airport,Malatya,Turkey,LTAO,38.353699,38.253899,3016,3.0,E,Europe/Istanbul,airport,OurAirports
MZH,1693,Amasya Merzifon Airport,Merzifon,Turkey,LTAP,40.829399,35.521999,1758,3.0,E,Europe/Istanbul,airport,OurAirports
VAS,1694,Sivas Nuri Demirağ Airport,Sivas,Turkey,LTAR,39.813801,36.9035,5239,3.0,E,Europe/Istanbul,airport,OurAirports
ASR,1696,Kayseri Erkilet Airport,Kayseri,Turkey,LTAU,38.770401000999996,35.4953994751,3463,3.0,E,Europe/Istanbul,airport,OurAirports
DNZ,1699,Çardak Airport,Denizli,Turkey,LTAY,37.7855987549,29.701299667399997,2795,3.0,E,Europe/Istanbul,airport,OurAirports
IST,1701,Atatürk International Airport,Istanbul,Turkey,LTBA,40.976898193400004,28.814599990799998,163,3.0,E,Europe/Istanbul,airport,OurAirports
ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,LTBJ,38.292400360100004,27.156999588,412,3.0,E,Europe/Istanbul,airport,OurAirports
DLM,1715,Dalaman International Airport,Dalaman,Turkey,LTBS,36.7131004333,28.792499542199998,20,3.0,E,Europe/Istanbul,airport,OurAirports
EZS,1721,Elazığ Airport,Elazig,Turkey,LTCA,38.606899261500004,39.291400909400004,2927,3.0,E,Europe/Istanbul,airport,OurAirports
DIY,1722,Diyarbakir Airport,Diyabakir,Turkey,LTCC,37.893901825,40.201000213600004,2251,3.0,E,Europe/Istanbul,airport,OurAirports
ERC,1723,Erzincan Airport,Erzincan,Turkey,LTCD,39.7102012634,39.5270004272,3783,3.0,E,Europe/Istanbul,airport,OurAirports
ERZ,1724,Erzurum International Airport,Erzurum,Turkey,LTCE,39.9565010071,41.17020034789999,5763,3.0,E,Europe/Istanbul,airport,OurAirports
TZX,1726,Trabzon International Airport,Trabzon,Turkey,LTCG,40.99509811401367,39.78969955444336,104,3.0,E,Europe/Istanbul,airport,OurAirports
VAN,1728,Van Ferit Melen Airport,Van,Turkey,LTCI,38.46820068359375,43.332298278808594,5480,3.0,E,Europe/Istanbul,airport,OurAirports
BAL,1729,Batman Airport,Batman,Turkey,LTCJ,37.929000854499996,41.1166000366,1822,3.0,E,Europe/Istanbul,airport,OurAirports
KIV,1735,Chişinău International Airport,Chisinau,Moldova,LUKK,46.92770004272461,28.93099975585937,399,2.0,E,Europe/Chisinau,airport,OurAirports
SKP,1737,Skopje Alexander the Great Airport,Skopje,Macedonia,LWSK,41.961601,21.621401000000002,781,1.0,E,Europe/Skopje,airport,OurAirports
GIB,1738,Gibraltar Airport,Gibraltar,Gibraltar,LXGB,36.1511993408,-5.3496599197400005,15,1.0,N,Europe/Gibraltar,airport,OurAirports
BEG,1739,Belgrade Nikola Tesla Airport,Belgrade,Serbia,LYBE,44.8184013367,20.3090991974,335,1.0,E,Europe/Belgrade,airport,OurAirports
TGD,1741,Podgorica Airport,Podgorica,Montenegro,LYPG,42.35940170288086,19.25189971923828,141,1.0,E,Europe/Podgorica,airport,OurAirports
PRN,1742,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1.0,E,Europe/Belgrade,airport,OurAirports
TIV,1743,Tivat Airport,Tivat,Montenegro,LYTV,42.404701232910156,18.72330093383789,20,1.0,E,Europe/Podgorica,airport,OurAirports
BTS,1745,M. R. Štefánik Airport,Bratislava,Slovakia,LZIB,48.17020034790039,17.212699890136722,436,1.0,E,Europe/Bratislava,airport,OurAirports
KSC,1746,Košice Airport,Kosice,Slovakia,LZKZ,48.66310119628906,21.241100311279297,755,1.0,E,Europe/Bratislava,airport,OurAirports
PLS,1754,Providenciales Airport,Providenciales,Turks and Caicos Islands,MBPV,21.77359962463379,-72.26589965820312,15,-4.0,U,America/Grand_Turk,airport,OurAirports
XSC,1755,South Caicos Airport,South Caicos,Turks and Caicos Islands,MBSC,21.515699386599998,-71.528503418,6,-4.0,U,America/Grand_Turk,airport,OurAirports
LRM,1759,Casa De Campo International Airport,La Romana,Dominican Republic,MDLR,18.45070075988769,-68.91179656982422,240,-4.0,U,America/Santo_Domingo,airport,OurAirports
PUJ,1760,Punta Cana International Airport,Punta Cana,Dominican Republic,MDPC,18.567399978599997,-68.36340332030001,47,-4.0,U,America/Santo_Domingo,airport,OurAirports
POP,1761,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,MDPP,19.75790023803711,-70.56999969482422,15,-4.0,U,America/Santo_Domingo,airport,OurAirports
SDQ,1762,Las Américas International Airport,Santo Domingo,Dominican Republic,MDSD,18.42970085144,-69.668899536133,59,-4.0,U,America/Santo_Domingo,airport,OurAirports
STI,1764,Cibao International Airport,Santiago,Dominican Republic,MDST,19.406099319458008,-70.60469818115234,565,-4.0,U,America/Santo_Domingo,airport,OurAirports
GUA,1767,La Aurora Airport,Guatemala City,Guatemala,MGGT,14.58329963684082,-90.52749633789062,4952,-6.0,U,America/Guatemala,airport,OurAirports
LCE,1771,Goloson International Airport,La Ceiba,Honduras,MHLC,15.7425,-86.852997,39,-6.0,U,America/Tegucigalpa,airport,OurAirports
SAP,1772,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,MHLM,15.45259952545166,-87.92359924316406,91,-6.0,U,America/Tegucigalpa,airport,OurAirports
GJA,1773,La Laguna Airport,Guanaja,Honduras,MHNJ,16.4454,-85.906601,49,-6.0,U,America/Tegucigalpa,airport,OurAirports
RTB,1774,Juan Manuel Galvez International Airport,Roatan,Honduras,MHRO,16.316799,-86.523003,39,-6.0,U,America/Tegucigalpa,airport,OurAirports
TGU,1776,Toncontín International Airport,Tegucigalpa,Honduras,MHTG,14.06089973449707,-87.21720123291016,3294,-6.0,U,America/Tegucigalpa,airport,OurAirports
KIN,1779,Norman Manley International Airport,Kingston,Jamaica,MKJP,17.935699462890625,-76.7874984741211,10,-5.0,U,America/Jamaica,airport,OurAirports
MBJ,1780,Sangster International Airport,Montego Bay,Jamaica,MKJS,18.503700256347656,-77.91339874267578,4,-5.0,U,America/Jamaica,airport,OurAirports
ACA,1783,General Juan N Alvarez International Airport,Acapulco,Mexico,MMAA,16.757099151611328,-99.75399780273438,16,-6.0,S,America/Mexico_City,airport,OurAirports
AGU,1785,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,MMAS,21.705601,-102.318001,6112,-6.0,S,America/Mexico_City,airport,OurAirports
HUX,1786,Bahías de Huatulco International Airport,Huatulco,Mexico,MMBT,15.77530002593994,-96.26260375976562,464,-6.0,S,America/Mexico_City,airport,OurAirports
CME,1789,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,MMCE,18.65369987487793,-91.79900360107422,10,-6.0,S,America/Mexico_City,airport,OurAirports
CUL,1792,Bachigualato Federal International Airport,Culiacan,Mexico,MMCL,24.764499664299997,-107.474998474,108,-7.0,S,America/Mazatlan,airport,OurAirports
CTM,1793,Chetumal International Airport,Chetumal,Mexico,MMCM,18.50469970703125,-88.32679748535156,39,-5.0,S,America/Cancun,airport,OurAirports
CEN,1794,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,MMCN,27.39259910583496,-109.83300018310548,243,-7.0,S,America/Hermosillo,airport,OurAirports
CPE,1795,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,MMCP,19.816799163800003,-90.50029754639999,34,-6.0,S,America/Mexico_City,airport,OurAirports
CJS,1796,Abraham González International Airport,Ciudad Juarez,Mexico,MMCS,31.63610076904297,-106.4290008544922,3904,-7.0,S,America/Mazatlan,airport,OurAirports
CUU,1797,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,MMCU,28.702899932900003,-105.96499633799999,4462,-7.0,S,America/Mazatlan,airport,OurAirports
CVM,1798,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,MMCV,23.7033004761,-98.9564971924,761,-6.0,S,America/Mexico_City,airport,OurAirports
CZM,1800,Cozumel International Airport,Cozumel,Mexico,MMCZ,20.52239990234375,-86.92559814453125,15,-5.0,S,America/Cancun,airport,OurAirports
DGO,1801,General Guadalupe Victoria International Airport,Durango,Mexico,MMDO,24.1242008209,-104.52799987799999,6104,-6.0,S,America/Mexico_City,airport,OurAirports
TPQ,1802,Amado Nervo National Airport,Tepic,Mexico,MMEP,21.41950035095215,-104.84300231933594,3020,-7.0,S,America/Mazatlan,airport,OurAirports
GDL,1804,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,MMGL,20.521799087524414,-103.31099700927734,5016,-6.0,S,America/Mexico_City,airport,OurAirports
HMO,1807,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,MMHO,29.095899581900007,-111.047996521,627,-7.0,S,America/Hermosillo,airport,OurAirports
CLQ,1808,Licenciado Miguel de la Madrid Airport,Colima,Mexico,MMIA,19.2770004272,-103.577003479,2467,-6.0,S,America/Mexico_City,airport,OurAirports
SLW,1810,Plan De Guadalupe International Airport,Saltillo,Mexico,MMIO,25.54949951171875,-100.9290008544922,4778,-6.0,S,America/Mexico_City,airport,OurAirports
LZC,1813,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,MMLC,18.0016994476,-102.221000671,39,-6.0,S,America/Mexico_City,airport,OurAirports
LMM,1814,Valle del Fuerte International Airport,Los Mochis,Mexico,MMLM,25.6851997375,-109.081001282,16,-7.0,S,America/Mazatlan,airport,OurAirports
BJX,1815,Del Bajío International Airport,Del Bajio,Mexico,MMLO,20.993499755900004,-101.48100280799999,5956,-6.0,S,America/Mexico_City,airport,OurAirports
LAP,1816,Manuel Márquez de León International Airport,La Paz,Mexico,MMLP,24.0727005005,-110.36199951200001,69,-7.0,S,America/Mazatlan,airport,OurAirports
LTO,1817,Loreto International Airport,Loreto,Mexico,MMLT,25.989200592041016,-111.3479995727539,34,-7.0,S,America/Mazatlan,airport,OurAirports
MAM,1818,General Servando Canales International Airport,Matamoros,Mexico,MMMA,25.7698993683,-97.5252990723,25,-6.0,S,America/Mexico_City,airport,OurAirports
MID,1819,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MMMD,20.9370002747,-89.657699585,38,-6.0,S,America/Mexico_City,airport,OurAirports
MXL,1820,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MMML,32.6305999756,-115.241996765,74,-8.0,S,America/Tijuana,airport,OurAirports
MLM,1821,General Francisco J. Mujica International Airport,Morelia,Mexico,MMMM,19.849899292,-101.025001526,6033,-6.0,S,America/Mexico_City,airport,OurAirports
MTT,1822,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MMMT,18.1033992767,-94.58070373540001,36,-6.0,S,America/Mexico_City,airport,OurAirports
MEX,1824,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MMMX,19.4363,-99.072098,7316,-6.0,S,America/Mexico_City,airport,OurAirports
MTY,1825,General Mariano Escobedo International Airport,Monterrey,Mexico,MMMY,25.7784996033,-100.107002258,1278,-6.0,S,America/Mexico_City,airport,OurAirports
MZT,1826,General Rafael Buelna International Airport,Mazatlan,Mexico,MMMZ,23.1613998413,-106.26599884,38,-7.0,S,America/Mazatlan,airport,OurAirports
NLD,1828,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,MMNL,27.4438991547,-99.5705032349,484,-6.0,S,America/Mexico_City,airport,OurAirports
OAX,1829,Xoxocotlán International Airport,Oaxaca,Mexico,MMOX,16.9999008179,-96.72660064700001,4989,-6.0,S,America/Mexico_City,airport,OurAirports
PAZ,1830,El Tajín National Airport,Poza Rico,Mexico,MMPA,20.6026992798,-97.4608001709,497,-6.0,S,America/Mexico_City,airport,OurAirports
PBC,1831,Hermanos Serdán International Airport,Puebla,Mexico,MMPB,19.1581001282,-98.3713989258,7361,-6.0,S,America/Mexico_City,airport,OurAirports
PDS,1834,Piedras Negras International Airport,Piedras Negras,Mexico,MMPG,28.627399444580078,-100.53500366210938,901,-6.0,S,America/Mexico_City,airport,OurAirports
UPN,1835,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,MMPN,19.396699905395508,-102.03900146484376,5258,-6.0,S,America/Mexico_City,airport,OurAirports
PVR,1836,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,MMPR,20.680099487304688,-105.25399780273438,23,-6.0,S,America/Mexico_City,airport,OurAirports
PXM,1837,Puerto Escondido International Airport,Puerto Escondido,Mexico,MMPS,15.8768997192,-97.08910369870001,294,-6.0,S,America/Mexico_City,airport,OurAirports
QRO,1838,Querétaro Intercontinental Airport,Queretaro,Mexico,MMQT,20.6173000336,-100.18599700899999,6296,-6.0,S,America/Mexico_City,airport,OurAirports
REX,1839,General Lucio Blanco International Airport,Reynosa,Mexico,MMRX,26.008899688699998,-98.22850036620001,139,-6.0,S,America/Mexico_City,airport,OurAirports
SJD,1840,Los Cabos International Airport,San Jose Del Cabo,Mexico,MMSD,23.15180015563965,-109.72100067138672,374,-7.0,S,America/Mazatlan,airport,OurAirports
SLP,1842,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,MMSP,22.254299163800006,-100.930999756,6035,-6.0,S,America/Mexico_City,airport,OurAirports
TRC,1845,Francisco Sarabia International Airport,Torreon,Mexico,MMTC,25.568300247199996,-103.41100311299999,3688,-6.0,S,America/Mexico_City,airport,OurAirports
TGZ,1846,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,MMTG,16.5636005402,-93.02249908450001,1499,-6.0,S,America/Mexico_City,airport,OurAirports
TIJ,1847,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,MMTJ,32.541099548339844,-116.97000122070312,489,-8.0,S,America/Tijuana,airport,OurAirports
TAM,1848,General Francisco Javier Mina International Airport,Tampico,Mexico,MMTM,22.2964000702,-97.86589813229999,80,-6.0,S,America/Mexico_City,airport,OurAirports
TLC,1850,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,MMTO,19.3370990753,-99.5660018921,8466,-6.0,S,America/Mexico_City,airport,OurAirports
TAP,1851,Tapachula International Airport,Tapachula,Mexico,MMTP,14.794300079300001,-92.3700027466,97,-6.0,S,America/Mexico_City,airport,OurAirports
CUN,1852,Cancún International Airport,Cancun,Mexico,MMUN,21.036500930800003,-86.8770980835,22,-5.0,S,America/Cancun,airport,OurAirports
VSA,1853,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,MMVA,17.996999740600586,-92.81739807128906,46,-6.0,S,America/Mexico_City,airport,OurAirports
VER,1854,General Heriberto Jara International Airport,Vera Cruz,Mexico,MMVR,19.145900726300003,-96.1873016357,90,-6.0,S,America/Mexico_City,airport,OurAirports
ZCL,1855,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,MMZC,22.8971004486,-102.68699646,7141,-6.0,S,America/Mexico_City,airport,OurAirports
ZIH,1856,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,MMZH,17.601600647,-101.460998535,26,-6.0,S,America/Mexico_City,airport,OurAirports
ZLO,1858,Playa De Oro International Airport,Manzanillo,Mexico,MMZO,19.144800186199998,-104.558998108,30,-6.0,S,America/Mexico_City,airport,OurAirports
MGA,1863,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MNMG,12.141500473022461,-86.16819763183594,194,-6.0,U,America/Managua,airport,OurAirports
BOC,1865,Bocas Del Toro International Airport,Bocas Del Toro,Panama,MPBO,9.340849876403807,-82.25080108642578,10,-5.0,U,America/Panama,airport,OurAirports
CHX,1866,Cap Manuel Niño International Airport,Changuinola,Panama,MPCH,9.458640098571776,-82.51679992675781,19,-5.0,U,America/Panama,airport,OurAirports
DAV,1867,Enrique Malek International Airport,David,Panama,MPDA,8.390999794006348,-82.43499755859375,89,-5.0,U,America/Panama,airport,OurAirports
PAC,1869,Marcos A. Gelabert International Airport,Panama,Panama,MPMG,8.973340034484863,-79.55560302734375,31,-5.0,U,America/Panama,airport,OurAirports
PTY,1871,Tocumen International Airport,Panama City,Panama,MPTO,9.0713596344,-79.3834991455,135,-5.0,U,America/Panama,airport,OurAirports
GLF,1879,Golfito Airport,Golfito,Costa Rica,MRGF,8.654009819030763,-83.18219757080078,49,-6.0,U,America/Costa_Rica,airport,OurAirports
LIR,1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,MRLB,10.593299865722656,-85.54440307617188,270,-6.0,U,America/Costa_Rica,airport,OurAirports
NOB,1884,Nosara Airport,Nosara Beach,Costa Rica,MRNS,9.976490020750001,-85.65299987790002,33,-6.0,U,America/Costa_Rica,airport,OurAirports
SJO,1885,Juan Santamaria International Airport,San Jose,Costa Rica,MROC,9.993860244750977,-84.20880126953125,3021,-6.0,U,America/Costa_Rica,airport,OurAirports
PMZ,1887,Palmar Sur Airport,Palmar Sur,Costa Rica,MRPM,8.951029777526855,-83.46859741210938,49,-6.0,U,America/Costa_Rica,airport,OurAirports
XQP,1889,Quepos Managua Airport,Quepos,Costa Rica,MRQP,9.443160057067873,-84.12979888916016,85,-6.0,U,America/Costa_Rica,airport,OurAirports
SAL,1892,El Salvador International Airport,San Salvador,El Salvador,MSLP,13.4409,-89.055702,101,-6.0,U,America/El_Salvador,airport,OurAirports
CAP,1895,Cap Haitien International Airport,Cap Haitien,Haiti,MTCH,19.732999801635746,-72.1947021484375,10,-5.0,U,America/Port-au-Prince,airport,OurAirports
PAP,1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,MTPP,18.57999992370605,-72.2925033569336,122,-5.0,U,America/Port-au-Prince,airport,OurAirports
CCC,1901,Jardines Del Rey Airport,Cunagua,Cuba,MUCC,22.4610004425,-78.32839965820001,13,-5.0,U,America/Havana,airport,OurAirports
CYO,1903,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,MUCL,21.616500854499996,-81.5459976196,10,-5.0,U,America/Havana,airport,OurAirports
CMW,1904,Ignacio Agramonte International Airport,Camaguey,Cuba,MUCM,21.420299530029297,-77.84750366210938,413,-5.0,U,America/Havana,airport,OurAirports
SCU,1905,Antonio Maceo International Airport,Santiago De Cuba,Cuba,MUCU,19.96980094909668,-75.83540344238281,249,-5.0,U,America/Havana,airport,OurAirports
GAO,1908,Mariana Grajales Airport,Guantanamo,Cuba,MUGT,20.08530044555664,-75.1583023071289,56,-5.0,U,America/Havana,airport,OurAirports
HAV,1909,José Martí International Airport,Havana,Cuba,MUHA,22.989200592041016,-82.40910339355469,210,-5.0,U,America/Havana,airport,OurAirports
HOG,1910,Frank Pais International Airport,Holguin,Cuba,MUHG,20.785600662231445,-76.31510162353516,361,-5.0,U,America/Havana,airport,OurAirports
SNU,1918,Abel Santamaria Airport,Santa Clara,Cuba,MUSC,22.49220085144043,-79.943603515625,338,-5.0,U,America/Havana,airport,OurAirports
VRA,1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,MUVR,23.03440093994141,-81.435302734375,210,-5.0,U,America/Havana,airport,OurAirports
CYB,1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,MWCB,19.687000274658203,-79.88279724121094,8,-5.0,N,America/Cayman,airport,OurAirports
GCM,1926,Owen Roberts International Airport,Georgetown,Cayman Islands,MWCR,19.292800903299998,-81.3576965332,8,-5.0,N,America/Cayman,airport,OurAirports
MHH,1930,Marsh Harbour International Airport,Marsh Harbor,Bahamas,MYAM,26.511400222800003,-77.08350372310001,6,-5.0,U,America/Nassau,airport,OurAirports
AXP,1932,Spring Point Airport,Spring Point,Bahamas,MYAP,22.441799163800006,-73.97090148930002,11,-5.0,U,America/Nassau,airport,OurAirports
TCB,1934,Treasure Cay Airport,Treasure Cay,Bahamas,MYAT,26.745300293000003,-77.3912963867,8,-5.0,U,America/Nassau,airport,OurAirports
BIM,1937,South Bimini Airport,Alice Town,Bahamas,MYBS,25.6998996735,-79.2647018433,10,-5.0,U,America/Nassau,airport,OurAirports
GGT,1941,Exuma International Airport,Great Exuma,Bahamas,MYEF,23.5625991821,-75.8779983521,9,-5.0,U,America/Nassau,airport,OurAirports
ELH,1943,North Eleuthera Airport,North Eleuthera,Bahamas,MYEH,25.474899291999996,-76.6835021973,13,-5.0,U,America/Nassau,airport,OurAirports
GHB,1944,Governor's Harbour Airport,Governor's Harbor,Bahamas,MYEM,25.2847003937,-76.3310012817,26,-5.0,U,America/Nassau,airport,OurAirports
RSD,1946,Rock Sound Airport,Rock Sound,Bahamas,MYER,24.8950787333,-76.1768817902,10,-5.0,U,America/Nassau,airport,OurAirports
FPO,1948,Grand Bahama International Airport,Freeport,Bahamas,MYGF,26.5587005615,-78.695602417,7,-5.0,U,America/Nassau,airport,OurAirports
IGA,1949,Inagua Airport,Matthew Town,Bahamas,MYIG,20.975000381469727,-73.66690063476562,8,-5.0,U,America/Nassau,airport,OurAirports
LGI,1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas,MYLD,23.179000854499996,-75.09359741210002,9,-5.0,U,America/Nassau,airport,OurAirports
SML,1951,Stella Maris Airport,Stella Maris,Bahamas,MYLS,23.5823168043,-75.26862144470002,10,-5.0,U,America/Nassau,airport,OurAirports
MYG,1952,Mayaguana Airport,Mayaguana,Bahamas,MYMM,22.3794994354,-73.01349639889999,11,-5.0,U,America/Nassau,airport,OurAirports
NAS,1953,Lynden Pindling International Airport,Nassau,Bahamas,MYNN,25.0389995575,-77.46620178219999,16,-5.0,U,America/Nassau,airport,OurAirports
ZSA,1956,San Salvador Airport,Cockburn Town,Bahamas,MYSM,24.06329917907715,-74.52400207519531,24,-5.0,U,America/Nassau,airport,OurAirports
BZE,1957,Philip S. W. Goldson International Airport,Belize City,Belize,MZBZ,17.539100646972653,-88.30819702148438,15,-6.0,U,America/Belize,airport,OurAirports
AIT,1958,Aitutaki Airport,Aitutaki,Cook Islands,NCAI,-18.830900192260746,-159.76400756835938,14,-10.0,U,Pacific/Rarotonga,airport,OurAirports
RAR,1959,Rarotonga International Airport,Avarua,Cook Islands,NCRG,-21.202699661300002,-159.805999756,19,-10.0,U,Pacific/Rarotonga,airport,OurAirports
NAN,1960,Nadi International Airport,Nandi,Fiji,NFFN,-17.755399703979492,177.4429931640625,59,12.0,U,Pacific/Fiji,airport,OurAirports
SUV,1961,Nausori International Airport,Nausori,Fiji,NFNA,-18.04330062866211,178.5590057373047,17,12.0,U,Pacific/Fiji,airport,OurAirports
TBU,1963,Fua'amotu International Airport,Tongatapu,Tonga,NFTF,-21.241199493408203,-175.14999389648438,126,13.0,U,Pacific/Tongatapu,airport,OurAirports
TRW,1965,Bonriki International Airport,Tarawa,Kiribati,NGTA,1.3816399574279783,173.14700317382812,9,12.0,U,Pacific/Tarawa,airport,OurAirports
WLS,1968,Hihifo Airport,Wallis,Wallis and Futuna,NLWW,-13.238300323499999,-176.19900512700002,79,12.0,U,Pacific/Wallis,airport,OurAirports
APW,1969,Faleolo International Airport,Faleolo,Samoa,NSFA,-13.829999923706055,-172.00799560546875,58,13.0,U,Pacific/Apia,airport,OurAirports
PPG,1970,Pago Pago International Airport,Pago Pago,American Samoa,NSTU,-14.3310003281,-170.710006714,32,-11.0,U,Pacific/Pago_Pago,airport,OurAirports
RUR,1971,Rurutu Airport,Rurutu,French Polynesia,NTAR,-22.43409919738769,-151.36099243164062,18,-10.0,U,,airport,OurAirports
TUB,1972,Tubuai Airport,Tubuai,French Polynesia,NTAT,-23.36540031433105,-149.5240020751953,7,-10.0,U,Pacific/Tahiti,airport,OurAirports
TIH,1975,Tikehau Airport,Tikehau,French Polynesia,NTGC,-15.119600296020508,-148.2310028076172,6,-10.0,U,Pacific/Tahiti,airport,OurAirports
FAV,1977,Fakarava Airport,Fakarava,French Polynesia,NTGF,-16.054100036621097,-145.65699768066406,13,-10.0,U,Pacific/Tahiti,airport,OurAirports
XMH,1978,Manihi Airport,Manihi,French Polynesia,NTGI,-14.436800003051758,-146.07000732421875,14,-10.0,U,Pacific/Tahiti,airport,OurAirports
GMR,1979,Totegegie Airport,Totegegie,French Polynesia,NTGJ,-23.07990074157715,-134.88999938964844,7,-9.0,U,Pacific/Gambier,airport,OurAirports
KKR,1980,Kaukura Airport,Kaukura Atoll,French Polynesia,NTGK,-15.663299560546875,-146.88499450683594,11,-10.0,U,Pacific/Tahiti,airport,OurAirports
MKP,1981,Makemo Airport,Makemo,French Polynesia,NTGM,-16.583900451660153,-143.6580047607422,3,-10.0,U,Pacific/Tahiti,airport,OurAirports
TKP,1983,Takapoto Airport,Takapoto,French Polynesia,NTGT,-14.709500312805176,-145.24600219726562,12,-10.0,U,Pacific/Tahiti,airport,OurAirports
AXR,1984,Arutua Airport,Arutua,French Polynesia,NTGU,-15.248299598693848,-146.61700439453125,9,-10.0,U,Pacific/Tahiti,airport,OurAirports
MVT,1985,Mataiva Airport,Mataiva,French Polynesia,NTGV,-14.8681001663208,-148.7169952392578,11,-10.0,U,Pacific/Tahiti,airport,OurAirports
TKX,1986,Takaroa Airport,Takaroa,French Polynesia,NTKR,-14.45580005645752,-145.02499389648438,13,-10.0,U,Pacific/Tahiti,airport,OurAirports
NHV,1987,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NTMD,-8.795599937438965,-140.22900390625,220,-9.5,U,Pacific/Marquesas,airport,OurAirports
BOB,1989,Bora Bora Airport,Bora Bora,French Polynesia,NTTB,-16.444400787353516,-151.75100708007812,10,-10.0,U,Pacific/Tahiti,airport,OurAirports
RGI,1990,Rangiroa Airport,Rangiroa,French Polynesia,NTTG,-14.954299926757812,-147.66099548339844,10,-10.0,U,Pacific/Tahiti,airport,OurAirports
HUH,1991,Huahine-Fare Airport,Huahine Island,French Polynesia,NTTH,-16.687200546264652,-151.02200317382812,7,-10.0,U,Pacific/Tahiti,airport,OurAirports
MOZ,1992,Moorea Airport,Moorea,French Polynesia,NTTM,-17.489999771118164,-149.76199340820312,9,-10.0,U,Pacific/Tahiti,airport,OurAirports
HOI,1993,Hao Airport,Hao Island,French Polynesia,NTTO,-18.074800491333008,-140.9459991455078,10,-10.0,U,,airport,OurAirports
